Numéro_Commande,ID_Client,Date_Commande,Statut_Commande,Prix_Produit,Frais_Livraison,Nom_Produit,Catégorie_Produit,Pays
CMD100253,CLT9050,2022-01-11 13:00:00,livrée,36.77,28.32,Souris Gaming,Audio/vidéo,Canada
CMD100254,CLT4446,2022-01-11 14:00:00,livrée,150.09,14.34,PC Portable,Accessoires,France
CMD100255,CLT2045,2022-01-11 15:00:00,livrée,292.98,12.99,Webcam HD,Audio/vidéo,Canada
CMD100256,CLT7893,2022-01-11 16:00:00,expédiée,439.06,13.5,Webcam HD,Téléphonie,France
CMD100257,CLT2693,2022-01-11 17:00:00,livrée,63.82,10.79,Smartphone 5G,Informatique,France
CMD100258,CLT4436,2022-01-11 18:00:00,livrée,210.4,5.0,PC Portable,Informatique,France
CMD100259,CLT9754,2022-01-11 19:00:00,expédiée,139.52,25.26,PC Portable,Accessoires,Canada
CMD100260,CLT6895,2022-01-11 20:00:00,expédiée,12.39,11.67,Clavier Mécanique,Téléphonie,France
CMD100261,CLT4354,2022-01-11 21:00:00,livrée,395.28,15.87,Souris Gaming,Accessoires,France
CMD100262,CLT1225,2022-01-11 22:00:00,livrée,407.58,0.6,PC Portable,Accessoires,France
CMD100263,CLT5893,2022-01-11 23:00:00,livrée,114.51,1.81,PC Portable,Téléphonie,France
CMD100264,CLT8022,2022-01-12 00:00:00,livrée,79.86,17.92,Souris Gaming,Accessoires,France
CMD100265,CLT6600,2022-01-12 01:00:00,expédiée,76.56,26.38,Webcam HD,Informatique,France
CMD100266,CLT8996,2022-01-12 02:00:00,livrée,234.65,14.8,Smartphone 5G,Audio/vidéo,France
CMD100267,CLT8683,2022-01-12 03:00:00,expédiée,127.02,4.95,Clavier Mécanique,Informatique,France
CMD100268,CLT5642,2022-01-12 04:00:00,livrée,258.12,3.48,Casque Bluetooth,Audio/vidéo,France
CMD100269,CLT8679,2022-01-12 05:00:00,livrée,195.5,26.99,Webcam HD,Audio/vidéo,Belgique
CMD100270,CLT9208,2022-01-12 06:00:00,livrée,109.39,21.05,PC Portable,Informatique,France
CMD100271,CLT8339,2022-01-12 07:00:00,en attente,376.84,28.99,Smartphone 5G,Accessoires,France
CMD100272,CLT3205,2022-01-12 08:00:00,livrée,79.43,2.47,Casque Bluetooth,Téléphonie,France
CMD100273,CLT2069,2022-01-12 09:00:00,livrée,400.46,27.08,Webcam HD,Audio/vidéo,Canada
CMD100274,CLT4444,2022-01-12 10:00:00,livrée,282.92,25.37,Webcam HD,Téléphonie,France
CMD100275,CLT2060,2022-01-12 11:00:00,annulée,416.86,26.8,Souris Gaming,Téléphonie,France
CMD100276,CLT3327,2022-01-12 12:00:00,expédiée,7.36,0.17,Casque Bluetooth,Audio/vidéo,Canada
CMD100277,CLT4420,2022-01-12 13:00:00,livrée,375.85,22.26,Souris Gaming,Téléphonie,Belgique
CMD100278,CLT1301,2022-01-12 14:00:00,livrée,30.5,16.47,Webcam HD,Téléphonie,France
CMD100279,CLT1606,2022-01-12 15:00:00,expédiée,475.3,17.2,Webcam HD,Accessoires,Suisse
CMD100280,CLT4170,2022-01-12 16:00:00,expédiée,352.86,14.08,Webcam HD,Téléphonie,France
CMD100281,CLT1699,2022-01-12 17:00:00,livrée,163.49,22.28,Smartphone 5G,Informatique,Suisse
CMD100282,CLT6088,2022-01-12 18:00:00,livrée,163.33,30.0,Webcam HD,Audio/vidéo,France
CMD100283,CLT1190,2022-01-12 19:00:00,livrée,431.44,21.32,Casque Bluetooth,Accessoires,France
CMD100284,CLT1980,2022-01-12 20:00:00,livrée,451.91,20.34,Clavier Mécanique,Informatique,Canada
CMD100285,CLT3975,2022-01-12 21:00:00,expédiée,446.33,19.63,Smartphone 5G,Téléphonie,France
CMD100286,CLT7102,2022-01-12 22:00:00,livrée,405.33,20.86,Casque Bluetooth,Téléphonie,France
CMD100287,CLT2184,2022-01-12 23:00:00,livrée,410.42,10.26,PC Portable,Informatique,France
CMD100288,CLT4327,2022-01-13 00:00:00,livrée,288.52,9.61,Casque Bluetooth,Informatique,France
CMD100289,CLT4394,2022-01-13 01:00:00,expédiée,18.97,23.53,Casque Bluetooth,Accessoires,France
CMD100290,CLT9319,2022-01-13 02:00:00,livrée,47.95,1.59,Clavier Mécanique,Téléphonie,France
CMD100291,CLT2816,2022-01-13 03:00:00,livrée,326.53,22.78,Smartphone 5G,Téléphonie,France
CMD100292,CLT6854,2022-01-13 04:00:00,livrée,203.58,24.42,PC Portable,Téléphonie,France
CMD100293,CLT7709,2022-01-13 05:00:00,livrée,285.82,15.65,Webcam HD,Informatique,France
CMD100294,CLT1569,2022-01-13 06:00:00,livrée,119.38,27.3,Smartphone 5G,Téléphonie,France
CMD100295,CLT6442,2022-01-13 07:00:00,expédiée,326.46,14.19,Smartphone 5G,Audio/vidéo,France
CMD100296,CLT2895,2022-01-13 08:00:00,livrée,125.2,5.34,PC Portable,Audio/vidéo,France
CMD100297,CLT3733,2022-01-13 09:00:00,livrée,233.1,10.84,PC Portable,Accessoires,Canada
CMD100298,CLT4863,2022-01-13 10:00:00,livrée,241.97,27.18,Clavier Mécanique,Accessoires,France
CMD100299,CLT8455,2022-01-13 11:00:00,livrée,92.95,29.81,Souris Gaming,Informatique,France
CMD100300,CLT5014,2022-01-13 12:00:00,livrée,438.72,12.66,Clavier Mécanique,Audio/vidéo,France
CMD100301,CLT2686,2022-01-13 13:00:00,livrée,265.28,5.01,Webcam HD,Informatique,Canada
CMD100302,CLT4009,2022-01-13 14:00:00,livrée,434.06,8.59,PC Portable,Accessoires,France
CMD100303,CLT8806,2022-01-13 15:00:00,livrée,134.96,16.6,Casque Bluetooth,Informatique,France
CMD100304,CLT1154,2022-01-13 16:00:00,expédiée,90.31,17.16,Casque Bluetooth,Informatique,Suisse
CMD100305,CLT2409,2022-01-13 17:00:00,livrée,13.92,18.9,Smartphone 5G,Téléphonie,France
CMD100306,CLT1784,2022-01-13 18:00:00,livrée,51.46,25.06,Smartphone 5G,Accessoires,Belgique
CMD100307,CLT9096,2022-01-13 19:00:00,livrée,78.0,21.34,Souris Gaming,Téléphonie,France
CMD100308,CLT8560,2022-01-13 20:00:00,expédiée,44.03,7.83,Souris Gaming,Accessoires,France
CMD100309,CLT8343,2022-01-13 21:00:00,livrée,448.96,11.85,Souris Gaming,Téléphonie,France
CMD100310,CLT8206,2022-01-13 22:00:00,expédiée,456.16,25.19,Souris Gaming,Accessoires,France
CMD100311,CLT6596,2022-01-13 23:00:00,livrée,468.99,19.0,Casque Bluetooth,Accessoires,France
CMD100312,CLT6801,2022-01-14 00:00:00,expédiée,480.13,4.99,PC Portable,Audio/vidéo,France
CMD100313,CLT3806,2022-01-14 01:00:00,livrée,248.46,9.77,Webcam HD,Accessoires,France
CMD100314,CLT1537,2022-01-14 02:00:00,livrée,267.36,23.73,Webcam HD,Informatique,Canada
CMD100315,CLT6986,2022-01-14 03:00:00,livrée,69.76,5.16,Souris Gaming,Audio/vidéo,Canada
CMD100316,CLT2841,2022-01-14 04:00:00,livrée,72.84,20.73,Clavier Mécanique,Téléphonie,France
CMD100317,CLT9716,2022-01-14 05:00:00,annulée,387.51,16.91,Webcam HD,Informatique,France
CMD100318,CLT7971,2022-01-14 06:00:00,livrée,428.59,4.42,Souris Gaming,Informatique,France
CMD100319,CLT6625,2022-01-14 07:00:00,annulée,393.43,20.67,Casque Bluetooth,Accessoires,France
CMD100320,CLT3950,2022-01-14 08:00:00,livrée,418.12,4.27,Smartphone 5G,Accessoires,France
CMD100321,CLT8992,2022-01-14 09:00:00,livrée,141.9,11.95,Clavier Mécanique,Informatique,France
CMD100322,CLT5780,2022-01-14 10:00:00,livrée,235.7,9.26,Souris Gaming,Audio/vidéo,France
CMD100323,CLT3368,2022-01-14 11:00:00,livrée,232.3,20.7,Casque Bluetooth,Informatique,France
CMD100324,CLT7655,2022-01-14 12:00:00,en attente,497.67,23.47,Smartphone 5G,Informatique,France
CMD100325,CLT9173,2022-01-14 13:00:00,livrée,474.84,5.05,Souris Gaming,Accessoires,France
CMD100326,CLT5495,2022-01-14 14:00:00,livrée,301.25,24.36,Casque Bluetooth,Accessoires,Canada
CMD100327,CLT7002,2022-01-14 15:00:00,annulée,73.3,0.22,Casque Bluetooth,Accessoires,France
CMD100328,CLT7614,2022-01-14 16:00:00,livrée,133.01,15.9,PC Portable,Téléphonie,France
CMD100329,CLT6919,2022-01-14 17:00:00,livrée,185.06,15.5,Casque Bluetooth,Informatique,France
CMD100330,CLT1853,2022-01-14 18:00:00,livrée,437.24,18.71,Souris Gaming,Informatique,France
CMD100331,CLT5146,2022-01-14 19:00:00,livrée,89.46,7.19,Casque Bluetooth,Téléphonie,France
CMD100332,CLT4769,2022-01-14 20:00:00,livrée,113.77,0.3,Clavier Mécanique,Informatique,France
CMD100333,CLT1574,2022-01-14 21:00:00,livrée,177.95,13.64,Casque Bluetooth,Informatique,France
CMD100334,CLT2148,2022-01-14 22:00:00,livrée,463.82,2.14,Casque Bluetooth,Informatique,France
CMD100335,CLT7293,2022-01-14 23:00:00,expédiée,254.39,26.77,Webcam HD,Audio/vidéo,France
CMD100336,CLT7457,2022-01-15 00:00:00,livrée,325.18,5.21,Clavier Mécanique,Téléphonie,France
CMD100337,CLT8509,2022-01-15 01:00:00,en attente,196.68,12.76,Souris Gaming,Téléphonie,Belgique
CMD100338,CLT5777,2022-01-15 02:00:00,livrée,98.32,13.02,Smartphone 5G,Informatique,France
CMD100339,CLT4854,2022-01-15 03:00:00,livrée,115.29,16.59,PC Portable,Accessoires,France
CMD100340,CLT3491,2022-01-15 04:00:00,livrée,402.32,23.48,Webcam HD,Informatique,Belgique
CMD100341,CLT4124,2022-01-15 05:00:00,livrée,447.27,14.16,Smartphone 5G,Informatique,France
CMD100342,CLT6691,2022-01-15 06:00:00,livrée,249.07,0.77,Souris Gaming,Audio/vidéo,France
CMD100343,CLT4051,2022-01-15 07:00:00,expédiée,181.71,23.13,Souris Gaming,Audio/vidéo,France
CMD100344,CLT1004,2022-01-15 08:00:00,expédiée,404.88,2.47,Webcam HD,Accessoires,France
CMD100345,CLT6222,2022-01-15 09:00:00,livrée,338.18,19.25,Clavier Mécanique,Audio/vidéo,Canada
CMD100346,CLT6315,2022-01-15 10:00:00,livrée,25.23,24.1,Smartphone 5G,Informatique,France
CMD100347,CLT5869,2022-01-15 11:00:00,livrée,178.62,8.48,Casque Bluetooth,Informatique,France
CMD100348,CLT1876,2022-01-15 12:00:00,livrée,342.68,13.47,Clavier Mécanique,Audio/vidéo,France
CMD100349,CLT8027,2022-01-15 13:00:00,livrée,288.97,0.43,Clavier Mécanique,Audio/vidéo,France
CMD100350,CLT5142,2022-01-15 14:00:00,expédiée,489.14,24.12,PC Portable,Téléphonie,France
CMD100351,CLT7966,2022-01-15 15:00:00,livrée,433.73,21.1,Clavier Mécanique,Informatique,Canada
CMD100352,CLT8079,2022-01-15 16:00:00,annulée,34.57,6.94,Smartphone 5G,Accessoires,France
CMD100353,CLT8987,2022-01-15 17:00:00,livrée,364.26,11.71,Souris Gaming,Audio/vidéo,France
CMD100354,CLT7799,2022-01-15 18:00:00,livrée,171.48,20.86,Webcam HD,Audio/vidéo,France
CMD100355,CLT5465,2022-01-15 19:00:00,livrée,342.63,10.74,PC Portable,Téléphonie,France
CMD100356,CLT1635,2022-01-15 20:00:00,livrée,310.53,4.87,Webcam HD,Téléphonie,France
CMD100357,CLT2693,2022-01-15 21:00:00,livrée,254.01,15.56,Webcam HD,Audio/vidéo,Belgique
CMD100358,CLT5752,2022-01-15 22:00:00,livrée,427.21,21.71,Casque Bluetooth,Accessoires,Suisse
CMD100359,CLT9311,2022-01-15 23:00:00,expédiée,355.8,9.62,Smartphone 5G,Accessoires,France
CMD100360,CLT1830,2022-01-16 00:00:00,expédiée,445.33,3.65,Casque Bluetooth,Audio/vidéo,France
CMD100361,CLT6177,2022-01-16 01:00:00,livrée,144.39,24.89,Clavier Mécanique,Téléphonie,Belgique
CMD100362,CLT9932,2022-01-16 02:00:00,expédiée,177.32,7.58,Smartphone 5G,Informatique,Canada
CMD100363,CLT9308,2022-01-16 03:00:00,livrée,312.87,15.38,Webcam HD,Informatique,Canada
CMD100364,CLT6949,2022-01-16 04:00:00,expédiée,483.4,20.74,PC Portable,Téléphonie,France
CMD100365,CLT3838,2022-01-16 05:00:00,livrée,188.93,9.51,Webcam HD,Informatique,France
CMD100366,CLT2150,2022-01-16 06:00:00,livrée,20.99,19.46,PC Portable,Téléphonie,France
CMD100367,CLT8560,2022-01-16 07:00:00,livrée,225.71,13.79,Casque Bluetooth,Accessoires,France
CMD100368,CLT2931,2022-01-16 08:00:00,livrée,274.25,17.11,Souris Gaming,Informatique,France
CMD100369,CLT2664,2022-01-16 09:00:00,livrée,401.49,17.72,Webcam HD,Audio/vidéo,France
CMD100370,CLT2081,2022-01-16 10:00:00,livrée,365.66,24.72,PC Portable,Audio/vidéo,France
CMD100371,CLT1512,2022-01-16 11:00:00,livrée,482.51,19.69,Casque Bluetooth,Informatique,France
CMD100372,CLT8805,2022-01-16 12:00:00,livrée,392.43,7.93,Souris Gaming,Audio/vidéo,France
CMD100373,CLT6237,2022-01-16 13:00:00,livrée,152.82,1.79,Smartphone 5G,Téléphonie,France
CMD100374,CLT1559,2022-01-16 14:00:00,livrée,322.48,0.06,PC Portable,Téléphonie,France
CMD100375,CLT4672,2022-01-16 15:00:00,livrée,337.76,27.13,PC Portable,Audio/vidéo,Canada
CMD100376,CLT8404,2022-01-16 16:00:00,livrée,499.02,28.26,Webcam HD,Informatique,France
CMD100377,CLT4343,2022-01-16 17:00:00,expédiée,73.68,2.82,Webcam HD,Informatique,France
CMD100378,CLT5070,2022-01-16 18:00:00,livrée,99.71,14.61,Casque Bluetooth,Informatique,France
CMD100379,CLT1580,2022-01-16 19:00:00,livrée,81.98,4.55,PC Portable,Accessoires,Canada
CMD100380,CLT8004,2022-01-16 20:00:00,livrée,296.58,28.46,Casque Bluetooth,Informatique,France
CMD100381,CLT9130,2022-01-16 21:00:00,livrée,71.97,7.4,PC Portable,Informatique,France
CMD100382,CLT4147,2022-01-16 22:00:00,livrée,329.72,15.05,Casque Bluetooth,Téléphonie,Suisse
CMD100383,CLT5249,2022-01-16 23:00:00,livrée,402.87,4.97,PC Portable,Accessoires,Canada
CMD100384,CLT2679,2022-01-17 00:00:00,livrée,219.23,9.98,Smartphone 5G,Téléphonie,France
CMD100385,CLT4506,2022-01-17 01:00:00,expédiée,282.54,8.0,Webcam HD,Audio/vidéo,France
CMD100386,CLT8253,2022-01-17 02:00:00,livrée,456.8,14.26,Smartphone 5G,Audio/vidéo,Suisse
CMD100387,CLT3744,2022-01-17 03:00:00,expédiée,286.94,12.59,Casque Bluetooth,Informatique,Suisse
CMD100388,CLT6188,2022-01-17 04:00:00,livrée,108.26,9.92,Smartphone 5G,Accessoires,France
CMD100389,CLT3141,2022-01-17 05:00:00,livrée,174.88,3.18,Casque Bluetooth,Audio/vidéo,France
CMD100390,CLT7617,2022-01-17 06:00:00,livrée,267.27,14.53,Webcam HD,Informatique,France
CMD100391,CLT3479,2022-01-17 07:00:00,livrée,81.67,25.51,Casque Bluetooth,Accessoires,France
CMD100392,CLT7484,2022-01-17 08:00:00,livrée,308.2,21.91,Webcam HD,Audio/vidéo,France
CMD100393,CLT8421,2022-01-17 09:00:00,livrée,499.63,21.62,Clavier Mécanique,Audio/vidéo,France
CMD100394,CLT5452,2022-01-17 10:00:00,livrée,328.0,10.98,Smartphone 5G,Accessoires,Suisse
CMD100395,CLT6881,2022-01-17 11:00:00,en attente,189.34,21.25,Clavier Mécanique,Accessoires,France
CMD100396,CLT7665,2022-01-17 12:00:00,annulée,169.21,13.97,Webcam HD,Accessoires,Canada
CMD100397,CLT3849,2022-01-17 13:00:00,livrée,466.14,4.51,Webcam HD,Accessoires,Canada
CMD100398,CLT8390,2022-01-17 14:00:00,en attente,436.4,12.57,Clavier Mécanique,Audio/vidéo,Canada
CMD100399,CLT7905,2022-01-17 15:00:00,livrée,238.82,3.98,Webcam HD,Accessoires,France
CMD100400,CLT3489,2022-01-17 16:00:00,livrée,179.94,3.43,PC Portable,Téléphonie,France
CMD100401,CLT5611,2022-01-17 17:00:00,livrée,356.68,0.69,Casque Bluetooth,Téléphonie,France
CMD100402,CLT3839,2022-01-17 18:00:00,livrée,160.68,8.49,Souris Gaming,Audio/vidéo,Canada
CMD100403,CLT9527,2022-01-17 19:00:00,livrée,64.1,9.93,Clavier Mécanique,Audio/vidéo,France
CMD100404,CLT6878,2022-01-17 20:00:00,en attente,158.53,20.98,PC Portable,Informatique,France
CMD100405,CLT7303,2022-01-17 21:00:00,livrée,219.98,16.14,Smartphone 5G,Audio/vidéo,France
CMD100406,CLT1851,2022-01-17 22:00:00,livrée,131.43,25.75,Souris Gaming,Accessoires,France
CMD100407,CLT2687,2022-01-17 23:00:00,expédiée,112.32,5.29,Webcam HD,Accessoires,Suisse
CMD100408,CLT7833,2022-01-18 00:00:00,livrée,8.04,7.98,Casque Bluetooth,Audio/vidéo,France
CMD100409,CLT3427,2022-01-18 01:00:00,livrée,317.27,28.23,PC Portable,Téléphonie,France
CMD100410,CLT5000,2022-01-18 02:00:00,livrée,309.15,13.32,Souris Gaming,Informatique,France
CMD100411,CLT6052,2022-01-18 03:00:00,livrée,98.07,23.67,Casque Bluetooth,Audio/vidéo,Canada
CMD100412,CLT3738,2022-01-18 04:00:00,livrée,472.11,14.77,Casque Bluetooth,Audio/vidéo,France
CMD100413,CLT6732,2022-01-18 05:00:00,livrée,207.74,14.13,Souris Gaming,Informatique,Canada
CMD100414,CLT6387,2022-01-18 06:00:00,livrée,17.61,4.44,PC Portable,Téléphonie,France
CMD100415,CLT9002,2022-01-18 07:00:00,en attente,113.79,25.54,Webcam HD,Audio/vidéo,France
CMD100416,CLT6536,2022-01-18 08:00:00,expédiée,347.57,2.35,Souris Gaming,Téléphonie,France
CMD100417,CLT4913,2022-01-18 09:00:00,livrée,104.8,9.31,Clavier Mécanique,Accessoires,France
CMD100418,CLT2066,2022-01-18 10:00:00,livrée,31.69,20.2,Casque Bluetooth,Téléphonie,France
CMD100419,CLT8723,2022-01-18 11:00:00,livrée,310.76,15.22,Smartphone 5G,Accessoires,France
CMD100420,CLT5380,2022-01-18 12:00:00,en attente,261.59,26.44,Webcam HD,Informatique,France
CMD100421,CLT5107,2022-01-18 13:00:00,livrée,381.83,1.18,Souris Gaming,Audio/vidéo,France
CMD100422,CLT6726,2022-01-18 14:00:00,livrée,387.45,19.48,Souris Gaming,Accessoires,France
CMD100423,CLT4373,2022-01-18 15:00:00,expédiée,480.17,14.32,Casque Bluetooth,Téléphonie,France
CMD100424,CLT9945,2022-01-18 16:00:00,en attente,33.22,4.63,Casque Bluetooth,Audio/vidéo,France
CMD100425,CLT3082,2022-01-18 17:00:00,livrée,24.3,22.3,Souris Gaming,Accessoires,France
CMD100426,CLT9967,2022-01-18 18:00:00,livrée,493.66,12.34,Smartphone 5G,Accessoires,France
CMD100427,CLT7748,2022-01-18 19:00:00,livrée,324.2,15.95,Casque Bluetooth,Téléphonie,France
CMD100428,CLT1417,2022-01-18 20:00:00,livrée,359.11,29.02,Casque Bluetooth,Accessoires,France
CMD100429,CLT9306,2022-01-18 21:00:00,livrée,52.76,14.59,Clavier Mécanique,Informatique,France
CMD100430,CLT9808,2022-01-18 22:00:00,livrée,39.56,24.7,PC Portable,Accessoires,France
CMD100431,CLT4974,2022-01-18 23:00:00,livrée,84.33,23.09,Clavier Mécanique,Téléphonie,France
CMD100432,CLT4267,2022-01-19 00:00:00,livrée,216.46,19.88,Smartphone 5G,Audio/vidéo,Canada
CMD100433,CLT1825,2022-01-19 01:00:00,livrée,59.54,26.9,PC Portable,Téléphonie,Canada
CMD100434,CLT8668,2022-01-19 02:00:00,livrée,225.94,7.55,Souris Gaming,Téléphonie,France
CMD100435,CLT6745,2022-01-19 03:00:00,livrée,282.96,24.62,Smartphone 5G,Audio/vidéo,France
CMD100436,CLT1412,2022-01-19 04:00:00,expédiée,5.16,11.33,Smartphone 5G,Accessoires,France
CMD100437,CLT8543,2022-01-19 05:00:00,livrée,61.55,24.37,Clavier Mécanique,Informatique,France
CMD100438,CLT8587,2022-01-19 06:00:00,livrée,190.72,14.81,PC Portable,Téléphonie,France
CMD100439,CLT1728,2022-01-19 07:00:00,livrée,31.4,25.73,Smartphone 5G,Téléphonie,France
CMD100440,CLT8164,2022-01-19 08:00:00,livrée,71.1,26.85,PC Portable,Informatique,France
CMD100441,CLT9867,2022-01-19 09:00:00,livrée,119.74,17.93,Webcam HD,Téléphonie,France
CMD100442,CLT6988,2022-01-19 10:00:00,expédiée,217.65,15.23,Souris Gaming,Audio/vidéo,France
CMD100443,CLT3504,2022-01-19 11:00:00,livrée,358.84,23.5,PC Portable,Accessoires,Canada
CMD100444,CLT3967,2022-01-19 12:00:00,expédiée,70.68,8.01,Clavier Mécanique,Audio/vidéo,France
CMD100445,CLT3786,2022-01-19 13:00:00,livrée,370.29,0.46,Clavier Mécanique,Téléphonie,France
CMD100446,CLT2122,2022-01-19 14:00:00,livrée,428.26,12.21,Smartphone 5G,Audio/vidéo,France
CMD100447,CLT5079,2022-01-19 15:00:00,en attente,327.48,15.23,PC Portable,Téléphonie,France
CMD100448,CLT2571,2022-01-19 16:00:00,livrée,26.64,8.92,Clavier Mécanique,Accessoires,France
CMD100449,CLT6073,2022-01-19 17:00:00,livrée,223.12,11.5,Casque Bluetooth,Audio/vidéo,France
CMD100450,CLT6104,2022-01-19 18:00:00,livrée,331.73,3.99,Clavier Mécanique,Audio/vidéo,France
CMD100451,CLT3143,2022-01-19 19:00:00,livrée,489.36,8.32,Souris Gaming,Informatique,France
CMD100452,CLT7806,2022-01-19 20:00:00,expédiée,476.15,7.2,Casque Bluetooth,Informatique,France
CMD100453,CLT8357,2022-01-19 21:00:00,expédiée,200.87,9.03,PC Portable,Téléphonie,Canada
CMD100454,CLT4440,2022-01-19 22:00:00,expédiée,309.89,8.97,Webcam HD,Audio/vidéo,France
CMD100455,CLT4766,2022-01-19 23:00:00,livrée,445.95,16.77,Smartphone 5G,Accessoires,France
CMD100456,CLT6644,2022-01-20 00:00:00,livrée,416.37,7.52,Casque Bluetooth,Accessoires,Belgique
CMD100457,CLT3914,2022-01-20 01:00:00,livrée,242.31,28.23,Clavier Mécanique,Informatique,France
CMD100458,CLT5968,2022-01-20 02:00:00,expédiée,134.31,15.34,Smartphone 5G,Informatique,France
CMD100459,CLT6917,2022-01-20 03:00:00,livrée,72.86,3.87,Webcam HD,Informatique,France
CMD100460,CLT9787,2022-01-20 04:00:00,livrée,246.55,8.39,Webcam HD,Accessoires,France
CMD100461,CLT1728,2022-01-20 05:00:00,expédiée,362.81,21.89,Smartphone 5G,Accessoires,France
CMD100462,CLT2365,2022-01-20 06:00:00,livrée,485.04,0.41,Smartphone 5G,Accessoires,France
CMD100463,CLT5492,2022-01-20 07:00:00,livrée,431.6,28.13,Smartphone 5G,Téléphonie,France
CMD100464,CLT1698,2022-01-20 08:00:00,expédiée,106.1,13.36,PC Portable,Audio/vidéo,France
CMD100465,CLT8186,2022-01-20 09:00:00,livrée,361.29,15.63,PC Portable,Téléphonie,Belgique
CMD100466,CLT1395,2022-01-20 10:00:00,livrée,148.11,29.65,PC Portable,Audio/vidéo,France
CMD100467,CLT8400,2022-01-20 11:00:00,livrée,343.32,15.1,Clavier Mécanique,Audio/vidéo,France
CMD100468,CLT9082,2022-01-20 12:00:00,livrée,334.57,28.43,PC Portable,Audio/vidéo,Belgique
CMD100469,CLT5171,2022-01-20 13:00:00,expédiée,139.85,27.46,Smartphone 5G,Informatique,France
CMD100470,CLT5360,2022-01-20 14:00:00,livrée,121.02,28.24,Casque Bluetooth,Audio/vidéo,Belgique
CMD100471,CLT3502,2022-01-20 15:00:00,livrée,56.45,24.37,Casque Bluetooth,Informatique,Belgique
CMD100472,CLT1717,2022-01-20 16:00:00,livrée,30.02,8.89,Webcam HD,Audio/vidéo,Suisse
CMD100473,CLT3782,2022-01-20 17:00:00,en attente,429.93,10.39,Casque Bluetooth,Téléphonie,France
CMD100474,CLT5946,2022-01-20 18:00:00,livrée,29.68,10.95,Casque Bluetooth,Téléphonie,France
CMD100475,CLT6486,2022-01-20 19:00:00,livrée,48.93,29.38,Casque Bluetooth,Audio/vidéo,France
CMD100476,CLT9335,2022-01-20 20:00:00,livrée,123.23,10.82,Webcam HD,Téléphonie,France
CMD100477,CLT5980,2022-01-20 21:00:00,livrée,444.39,3.26,Souris Gaming,Téléphonie,France
CMD100478,CLT8266,2022-01-20 22:00:00,livrée,169.81,23.35,Casque Bluetooth,Audio/vidéo,France
CMD100479,CLT5491,2022-01-20 23:00:00,livrée,99.94,10.98,Casque Bluetooth,Audio/vidéo,France
CMD100480,CLT8192,2022-01-21 00:00:00,livrée,359.2,18.63,Casque Bluetooth,Informatique,France
CMD100481,CLT6588,2022-01-21 01:00:00,livrée,162.94,27.73,Webcam HD,Téléphonie,France
CMD100482,CLT8651,2022-01-21 02:00:00,expédiée,170.02,17.27,Clavier Mécanique,Téléphonie,France
